session_block_order,batch_index,subject,seed,arm,session,block,block_span,is_final_batch_of_block,batch_n,rng_seed,rng_seed_payload,rng_seed_restored,model_training_flag_during_forward,dropout_active_during_forward,batch_mean_entropy,batch_marginal_q1,batch_pred_positive_frac,batch_mean_max_conf,batch_entropy_loss,batch_grad_norm,H_cond,q1,H_marg,dominant_share,mean_max_conf,pred_positive_frac,true_positive_frac,batch_accuracy,batch_balanced_accuracy,affine_drift_l2,affine_norm_l2
metadata_order,3,sub-11,0,source,ses-1,1,64,False,32,1896986129,EEGTTA-PHASE1|v1|metadata_order|source|sub-11|0|3,509489231,False,False,0.5812135934829712,0.6336039304733276,0.71875,0.67535400390625,,,0.5812136255878644,0.6336039016023278,0.6570097264733109,0.6336039016023278,0.6753540514037013,0.71875,0.0,0.28125,nan,,
metadata_order,4,sub-11,0,source,ses-1,1,64,True,32,1247419526,EEGTTA-PHASE1|v1|metadata_order|source|sub-11|0|4,1896986129,False,False,0.5613576769828796,0.6424802541732788,0.71875,0.7108315229415894,,,0.5613576493546212,0.6424802448600531,0.6519777874797864,0.6424802448600531,0.7108315397053957,0.71875,0.0,0.28125,nan,,
metadata_order,0,sub-12,0,source,ses-2,0,66,False,32,801313323,EEGTTA-PHASE1|v1|metadata_order|source|sub-12|0|0,261497642,False,False,0.6484783291816711,0.48503491282463074,0.5,0.6224465370178223,,,0.6484783203057896,0.48503490537405014,0.692699205547751,0.5149650946259499,0.6224465481936932,0.5,1.0,0.5,nan,,
metadata_order,1,sub-12,0,source,ses-2,0,66,False,32,1387801691,EEGTTA-PHASE1|v1|metadata_order|source|sub-12|0|1,801313323,False,False,0.5945332050323486,0.43022793531417847,0.40625,0.6615967750549316,,,0.594533186595299,0.4302279330431702,0.6833790507853545,0.5697720669568298,0.6615967437983272,0.40625,1.0,0.40625,nan,,
metadata_order,2,sub-12,0,source,ses-2,0,66,True,2,53824555,EEGTTA-PHASE1|v1|metadata_order|source|sub-12|0|2,1387801691,False,False,0.6073373556137085,0.4684734642505646,0.5,0.7013532519340515,,,0.6073373432576329,0.4684734642505646,0.6911580163722801,0.5315265357494354,0.7013532817363739,0.5,1.0,0.5,nan,,
metadata_order,3,sub-12,0,source,ses-1,1,57,False,32,1992352914,EEGTTA-PHASE1|v1|metadata_order|source|sub-12|0|3,53824555,False,False,0.5280185341835022,0.7209203839302063,0.90625,0.7383082509040833,,,0.5280185536906317,0.7209203727543354,0.5920819583978041,0.7209203727543354,0.738308247178793,0.90625,0.0,0.09375,nan,,
metadata_order,4,sub-12,0,source,ses-1,1,57,True,25,932296284,EEGTTA-PHASE1|v1|metadata_order|source|sub-12|0|4,1992352914,False,False,0.6183373332023621,0.5695140957832336,0.7199999690055847,0.6515192985534668,,,0.618337331544611,0.5695141279697418,0.6834513756278826,0.5695141279697418,0.6515192592144012,0.72,0.0,0.28,nan,,
metadata_order,0,sub-13,0,source,ses-2,0,69,False,32,1449873734,EEGTTA-PHASE1|v1|metadata_order|source|sub-13|0|0,1137099182,False,False,0.18084946274757385,0.9139931797981262,1.0,0.9139931797981262,,,0.180849463735196,0.9139931946992874,0.29320035311507486,0.9139931946992874,0.9139931946992874,1.0,1.0,1.0,nan,,
metadata_order,1,sub-13,0,source,ses-2,0,69,False,32,33952849,EEGTTA-PHASE1|v1|metadata_order|source|sub-13|0|1,1449873734,False,False,0.20033513009548187,0.9237861633300781,0.96875,0.9240541458129883,,,0.20033515021020587,0.9237861912697554,0.26942335537567064,0.9237861912697554,0.924054117873311,0.96875,1.0,0.96875,nan,,
metadata_order,2,sub-13,0,source,ses-2,0,69,True,5,935052003,EEGTTA-PHASE1|v1|metadata_order|source|sub-13|0|2,33952849,False,False,0.36366137862205505,0.8538631796836853,1.0,0.8538631796836853,,,0.36366138073440635,0.8538631796836853,0.41594906675440885,0.8538631796836853,0.8538631796836853,1.0,1.0,1.0,nan,,
metadata_order,3,sub-13,0,source,ses-1,1,72,False,32,138078764,EEGTTA-PHASE1|v1|metadata_order|source|sub-13|0|3,935052003,False,False,0.4213206171989441,0.18737953901290894,0.03125,0.8203532695770264,,,0.4213206295390902,0.18737953453091905,0.48240087455744407,0.812620465469081,0.8203533113119192,0.03125,0.0,0.96875,nan,,
metadata_order,4,sub-13,0,source,ses-1,1,72,False,32,1862063275,EEGTTA-PHASE1|v1|metadata_order|source|sub-13|0|4,138078764,False,False,0.4734468460083008,0.23066551983356476,0.0625,0.7817485928535461,,,0.473446841288405,0.230665524257347,0.5400792522723796,0.769334475742653,0.7817485921550542,0.0625,0.0,0.9375,nan,,
metadata_order,5,sub-13,0,source,ses-1,1,72,True,8,1937322667,EEGTTA-PHASE1|v1|metadata_order|source|sub-13|0|5,1862063275,False,False,0.42412543296813965,0.1676291972398758,0.0,0.8323708176612854,,,0.4241254478200177,0.16762919072061777,0.4521070014620287,0.8323708092793822,0.8323708092793822,0.0,0.0,1.0,nan,,
metadata_order,0,sub-14,0,source,ses-2,0,70,False,32,1767884676,EEGTTA-PHASE1|v1|metadata_order|source|sub-14|0|0,503061516,False,False,0.6517957448959351,0.5248003005981445,0.5625,0.6144502758979797,,,0.6517957304718478,0.5248002903535962,0.6919165668704592,0.5248002903535962,0.6144502637907863,0.5625,1.0,0.5625,nan,,
metadata_order,1,sub-14,0,source,ses-2,0,70,False,32,190072889,EEGTTA-PHASE1|v1|metadata_order|source|sub-14|0|1,1767884676,False,False,0.628634512424469,0.5874947309494019,0.75,0.6406781673431396,,,0.6286345354528002,0.5874947030097246,0.6777574227342642,0.5874947030097246,0.6406781356781721,0.75,1.0,0.75,nan,,
metadata_order,2,sub-14,0,source,ses-2,0,70,True,6,1332475828,EEGTTA-PHASE1|v1|metadata_order|source|sub-14|0|2,190072889,False,False,0.6595033407211304,0.5776532888412476,0.6666666865348816,0.6120008230209351,,,0.6595033160559735,0.5776532193024954,0.6810381801744572,0.5776532193024954,0.6120008130868276,0.6666666666666666,1.0,0.6666666666666666,nan,,
metadata_order,3,sub-14,0,source,ses-1,1,71,False,32,1985459266,EEGTTA-PHASE1|v1|metadata_order|source|sub-14|0|3,1332475828,False,False,0.4792330265045166,0.21254663169384003,0.0,0.7874533534049988,,,0.47923300699633065,0.21254662767751142,0.5173112741247006,0.7874533723224886,0.7874533723224886,0.0,0.0,1.0,nan,,
metadata_order,4,sub-14,0,source,ses-1,1,71,False,32,916953546,EEGTTA-PHASE1|v1|metadata_order|source|sub-14|0|4,1985459266,False,False,0.5654476881027222,0.34997761249542236,0.1875,0.7184128165245056,,,0.565447636620296,0.34997760341502726,0.6474327735679561,0.6500223965849727,0.7184128144290298,0.1875,0.0,0.8125,nan,,
metadata_order,5,sub-14,0,source,ses-1,1,71,True,7,219288488,EEGTTA-PHASE1|v1|metadata_order|source|sub-14|0|5,916953546,False,False,0.5296183824539185,0.2809561491012573,0.2857142984867096,0.7315841317176819,,,0.5296183443873875,0.280956112912723,0.5938540637191445,0.7190438870872771,0.7315840401819774,0.2857142857142857,0.0,0.7142857142857143,nan,,
